'Elapsed time','ECG'
14.052,-0.182
14.056,-0.165
14.060,-0.175
14.064,-0.188
14.068,-0.145
14.072,-0.160
14.076,-0.177
14.080,-0.188
14.084,-0.207
14.088,-0.170
14.092,-0.170
14.096,-0.152
14.100,-0.138
14.104,-0.102
14.108,-0.150
14.112,-0.113
14.116,-0.107
14.120,-0.120
14.124,-0.090
14.128,0.000
14.132,0.107
14.136,0.352
14.140,0.613
14.144,1.035
14.148,1.532
14.152,1.938
14.156,2.175
14.160,2.095
14.164,1.778
14.168,1.163
14.172,0.627
14.176,0.138
14.180,-0.152
14.184,-0.282
14.188,-0.285
14.192,-0.247
14.196,-0.170
14.200,-0.147
14.204,-0.185
14.208,-0.210
14.212,-0.237
14.216,-0.278
14.220,-0.315
14.224,-0.297
14.228,-0.310
14.232,-0.278
14.236,-0.265
14.240,-0.335
14.244,-0.302
14.248,-0.345
14.252,-0.340
14.256,-0.347
14.260,-0.338
14.264,-0.312
14.268,-0.312
14.272,-0.325
14.276,-0.338
14.280,-0.365
14.284,-0.338
14.288,-0.352
14.292,-0.350
14.296,-0.360
14.300,-0.328
14.304,-0.347
14.308,-0.340
14.312,-0.365
14.316,-0.362
14.320,-0.347
14.324,-0.370
14.328,-0.347
14.332,-0.340
14.336,-0.310
14.340,-0.282
14.344,-0.307
14.348,-0.333
14.352,-0.362
14.356,-0.310
14.360,-0.340
14.364,-0.315
14.368,-0.307
14.372,-0.307
14.376,-0.335
14.380,-0.360
14.384,-0.320
14.388,-0.338
14.392,-0.323
14.396,-0.320
14.400,-0.323
14.404,-0.312
14.408,-0.310
14.412,-0.335
14.416,-0.370
14.420,-0.347
14.424,-0.372
14.428,-0.340
14.432,-0.333
14.436,-0.333
14.440,-0.325
14.444,-0.333
14.448,-0.378
14.452,-0.357
14.456,-0.340
14.460,-0.345
14.464,-0.328
14.468,-0.307
14.472,-0.287
14.476,-0.323
14.480,-0.315
14.484,-0.270
14.488,-0.253
14.492,-0.247
14.496,-0.235
14.500,-0.152
14.504,-0.150
14.508,-0.128
14.512,-0.140
14.516,-0.077
14.520,-0.087
14.524,-0.075
14.528,-0.052
14.532,-0.028
14.536,-0.040
14.540,-0.037
14.544,-0.052
14.548,-0.048
14.552,-0.072
14.556,-0.077
14.560,-0.077
14.564,-0.050
14.568,-0.065
14.572,-0.075
14.576,-0.110
14.580,-0.072
14.584,-0.120
14.588,-0.098
14.592,-0.087
14.596,-0.095
14.600,-0.102
14.604,-0.077
14.608,-0.115
14.612,-0.120
14.616,-0.100
14.620,-0.120
14.624,-0.115
14.628,-0.070
14.632,-0.100
14.636,-0.107
14.640,-0.100
14.644,-0.125
14.648,-0.115
14.652,-0.140
14.656,-0.107
14.660,-0.152
14.664,-0.107
14.668,-0.113
14.672,-0.133
14.676,-0.122
14.680,-0.145
14.684,-0.140
14.688,-0.158
14.692,-0.128
14.696,-0.125
14.700,-0.152
14.704,-0.122
14.708,-0.150
14.712,-0.175
14.716,-0.177
14.720,-0.150
14.724,-0.158
14.728,-0.133
14.732,-0.147
14.736,-0.147
14.740,-0.185
14.744,-0.185
14.748,-0.212
14.752,-0.212
14.756,-0.190
14.760,-0.190
14.764,-0.170
14.768,-0.210
14.772,-0.200
14.776,-0.198
14.780,-0.223
14.784,-0.228
14.788,-0.212
14.792,-0.228
14.796,-0.203
14.800,-0.203
14.804,-0.200
14.808,-0.223
14.812,-0.225
14.816,-0.247
14.820,-0.228
14.824,-0.235
14.828,-0.198
14.832,-0.182
14.836,-0.237
14.840,-0.225
14.844,-0.233
14.848,-0.237
14.852,-0.270
14.856,-0.253
14.860,-0.250
14.864,-0.195
14.868,-0.225
14.872,-0.200
14.876,-0.228
14.880,-0.233
14.884,-0.282
14.888,-0.245
14.892,-0.235
14.896,-0.260
14.900,-0.225
14.904,-0.228
14.908,-0.235
14.912,-0.245
14.916,-0.263
14.920,-0.287
14.924,-0.237
14.928,-0.207
14.932,-0.212
14.936,-0.225
14.940,-0.237
14.944,-0.233
14.948,-0.245
14.952,-0.220
14.956,-0.247
14.960,-0.250
14.964,-0.212
14.968,-0.245
14.972,-0.240
14.976,-0.263
14.980,-0.240
14.984,-0.258
14.988,-0.237
14.992,-0.245
14.996,-0.245
15.000,-0.220
15.004,-0.185
15.008,-0.245
15.012,-0.245
15.016,-0.245
15.020,-0.228
15.024,-0.212
15.028,-0.185
15.032,-0.177
15.036,-0.200
15.040,-0.163
15.044,-0.138
15.048,-0.152
15.052,-0.170
15.056,-0.175
15.060,-0.170
15.064,-0.160
15.068,-0.128
15.072,-0.120
15.076,-0.150
15.080,-0.145
15.084,-0.147
15.088,-0.138
15.092,-0.163
15.096,-0.122
15.100,-0.072
15.104,-0.098
15.108,-0.115
15.112,-0.113
15.116,-0.175
15.120,-0.182
15.124,-0.185
15.128,-0.175
15.132,-0.172
15.136,-0.185
15.140,-0.172
15.144,-0.165
15.148,-0.185
15.152,-0.177
15.156,-0.188
15.160,-0.163
15.164,-0.120
15.168,-0.087
15.172,-0.115
15.176,-0.098
15.180,-0.085
15.184,-0.033
15.188,0.165
15.192,0.425
15.196,0.858
15.200,1.323
15.204,1.798
15.208,2.050
15.212,1.962
15.216,1.583
15.220,1.050
15.224,0.520
15.228,0.113
15.232,-0.138
15.236,-0.195
15.240,-0.240
15.244,-0.210
15.248,-0.198
15.252,-0.200
15.256,-0.165
15.260,-0.225
15.264,-0.228
15.268,-0.237
15.272,-0.278
15.276,-0.307
15.280,-0.285
15.284,-0.310
15.288,-0.307
15.292,-0.312
15.296,-0.335
15.300,-0.325
15.304,-0.278
15.308,-0.315
15.312,-0.360
15.316,-0.328
15.320,-0.378
15.324,-0.335
15.328,-0.365
15.332,-0.350
15.336,-0.360
15.340,-0.345
15.344,-0.340
15.348,-0.372
15.352,-0.383
15.356,-0.375
15.360,-0.370
15.364,-0.310
15.368,-0.378
15.372,-0.347
15.376,-0.365
15.380,-0.378
15.384,-0.362
15.388,-0.335
15.392,-0.345
15.396,-0.350
15.400,-0.328
15.404,-0.320
15.408,-0.362
15.412,-0.333
15.416,-0.378
15.420,-0.347
15.424,-0.328
15.428,-0.347
15.432,-0.310
15.436,-0.328
15.440,-0.350
15.444,-0.362
15.448,-0.352
15.452,-0.372
15.456,-0.362
15.460,-0.333
15.464,-0.333
15.468,-0.357
15.472,-0.347
15.476,-0.350
15.480,-0.370
15.484,-0.420
15.488,-0.378
15.492,-0.365
15.496,-0.335
15.500,-0.320
15.504,-0.333
15.508,-0.340
15.512,-0.350
15.516,-0.362
15.520,-0.357
15.524,-0.338
15.528,-0.302
15.532,-0.258
15.536,-0.258
15.540,-0.240
15.544,-0.200
15.548,-0.200
15.552,-0.185
15.556,-0.145
15.560,-0.107
15.564,-0.052
15.568,-0.083
15.572,-0.087
15.576,-0.090
15.580,-0.113
15.584,-0.125
15.588,-0.062
15.592,-0.107
15.596,-0.110
15.600,-0.077
15.604,-0.128
15.608,-0.135
15.612,-0.145
15.616,-0.172
15.620,-0.175
15.624,-0.188
15.628,-0.163
15.632,-0.182
15.636,-0.152
15.640,-0.128
15.644,-0.163
15.648,-0.175
15.652,-0.190
15.656,-0.182
15.660,-0.177
15.664,-0.150
15.668,-0.163
15.672,-0.160
15.676,-0.195
15.680,-0.177
15.684,-0.212
15.688,-0.212
15.692,-0.203
15.696,-0.172
15.700,-0.215
15.704,-0.163
15.708,-0.223
15.712,-0.190
15.716,-0.212
15.720,-0.225
15.724,-0.225
15.728,-0.237
15.732,-0.233
15.736,-0.190
15.740,-0.225
15.744,-0.253
15.748,-0.278
15.752,-0.258
15.756,-0.260
15.760,-0.253
15.764,-0.228
15.768,-0.225
15.772,-0.260
15.776,-0.265
15.780,-0.282
15.784,-0.290
15.788,-0.285
15.792,-0.275
15.796,-0.290
15.800,-0.258
15.804,-0.275
15.808,-0.312
15.812,-0.290
15.816,-0.315
15.820,-0.335
15.824,-0.302
15.828,-0.290
15.832,-0.315
15.836,-0.260
15.840,-0.260
15.844,-0.323
15.848,-0.320
15.852,-0.325
15.856,-0.350
15.860,-0.345
15.864,-0.340
15.868,-0.310
15.872,-0.325
15.876,-0.333
15.880,-0.345
15.884,-0.362
15.888,-0.347
15.892,-0.352
15.896,-0.352
15.900,-0.312
15.904,-0.335
15.908,-0.282
15.912,-0.345
15.916,-0.347
15.920,-0.340
15.924,-0.345
15.928,-0.347
15.932,-0.307
15.936,-0.347
15.940,-0.312
15.944,-0.325
15.948,-0.345
15.952,-0.362
15.956,-0.345
15.960,-0.323
15.964,-0.310
15.968,-0.328
15.972,-0.300
15.976,-0.345
15.980,-0.328
15.984,-0.372
15.988,-0.338
15.992,-0.328
15.996,-0.347
16.000,-0.320
16.004,-0.310
16.008,-0.347
16.012,-0.345
16.016,-0.362
16.020,-0.365
16.024,-0.350
16.028,-0.350
16.032,-0.328
16.036,-0.323
16.040,-0.340
16.044,-0.350
16.048,-0.345
16.052,-0.335
16.056,-0.323
16.060,-0.335
16.064,-0.312
16.068,-0.295
16.072,-0.282
16.076,-0.275
16.080,-0.290
16.084,-0.323
16.088,-0.278
16.092,-0.273
16.096,-0.225
16.100,-0.237
16.104,-0.247
16.108,-0.258
16.112,-0.263
16.116,-0.273
16.120,-0.223
16.124,-0.190
16.128,-0.240
16.132,-0.212
16.136,-0.200
16.140,-0.223
16.144,-0.228
16.148,-0.265
16.152,-0.275
16.156,-0.275
16.160,-0.273
16.164,-0.258
16.168,-0.250
16.172,-0.278
16.176,-0.273
16.180,-0.312
16.184,-0.275
16.188,-0.278
16.192,-0.240
16.196,-0.207
16.200,-0.198
16.204,-0.203
16.208,-0.233
16.212,-0.228
16.216,-0.200
16.220,-0.185
16.224,-0.045
16.228,0.128
16.232,0.458
16.236,0.845
16.240,1.335
16.244,1.732
16.248,2.035
16.252,2.013
16.256,1.762
16.260,1.275
16.264,0.810
16.268,0.370
16.272,0.010
16.276,-0.190
16.280,-0.263
16.284,-0.307
16.288,-0.307
16.292,-0.295
16.296,-0.275
16.300,-0.307
16.304,-0.315
16.308,-0.383
16.312,-0.388
16.316,-0.448
16.320,-0.412
16.324,-0.410
16.328,-0.395
16.332,-0.435
16.336,-0.395
16.340,-0.435
16.344,-0.420
16.348,-0.460
16.352,-0.460
16.356,-0.463
16.360,-0.470
16.364,-0.450
16.368,-0.458
16.372,-0.438
16.376,-0.472
16.380,-0.475
16.384,-0.545
16.388,-0.472
16.392,-0.477
16.396,-0.470
16.400,-0.450
16.404,-0.458
16.408,-0.482
16.412,-0.472
16.416,-0.512
16.420,-0.497
16.424,-0.477
16.428,-0.477
16.432,-0.477
16.436,-0.482
16.440,-0.460
16.444,-0.520
16.448,-0.485
16.452,-0.497
16.456,-0.470
16.460,-0.495
16.464,-0.458
16.468,-0.458
16.472,-0.460
16.476,-0.497
16.480,-0.490
16.484,-0.482
16.488,-0.495
16.492,-0.475
16.496,-0.458
16.500,-0.427
16.504,-0.453
16.508,-0.448
16.512,-0.482
16.516,-0.490
16.520,-0.460
16.524,-0.465
16.528,-0.477
16.532,-0.470
16.536,-0.453
16.540,-0.487
16.544,-0.490
16.548,-0.512
16.552,-0.515
16.556,-0.475
16.560,-0.510
16.564,-0.450
16.568,-0.470
16.572,-0.448
16.576,-0.482
16.580,-0.477
16.584,-0.472
16.588,-0.463
16.592,-0.410
16.596,-0.357
16.600,-0.345
16.604,-0.325
16.608,-0.297
16.612,-0.263
16.616,-0.290
16.620,-0.250
16.624,-0.240
16.628,-0.228
16.632,-0.200
16.636,-0.195
16.640,-0.223
16.644,-0.200
16.648,-0.225
16.652,-0.265
16.656,-0.237
16.660,-0.245
16.664,-0.240
16.668,-0.223
16.672,-0.235
16.676,-0.223
16.680,-0.273
16.684,-0.300
16.688,-0.250
16.692,-0.287
16.696,-0.245
16.700,-0.250
16.704,-0.265
16.708,-0.240
16.712,-0.250
16.716,-0.260
16.720,-0.297
16.724,-0.237
16.728,-0.258
16.732,-0.215
16.736,-0.225
16.740,-0.247
16.744,-0.250
16.748,-0.247
16.752,-0.260
16.756,-0.290
16.760,-0.270
16.764,-0.250
16.768,-0.212
16.772,-0.235
16.776,-0.250
16.780,-0.278
16.784,-0.270
16.788,-0.247
16.792,-0.265
16.796,-0.275
16.800,-0.240
16.804,-0.263
16.808,-0.312
16.812,-0.290
16.816,-0.307
16.820,-0.315
16.824,-0.290
16.828,-0.335
16.832,-0.297
16.836,-0.325
16.840,-0.307
16.844,-0.312
16.848,-0.338
16.852,-0.350
16.856,-0.345
16.860,-0.302
16.864,-0.315
16.868,-0.315
16.872,-0.350
16.876,-0.362
16.880,-0.340
16.884,-0.378
16.888,-0.347
16.892,-0.345
16.896,-0.333
16.900,-0.360
16.904,-0.328
16.908,-0.328
16.912,-0.345
16.916,-0.403
16.920,-0.378
16.924,-0.362
16.928,-0.347
16.932,-0.365
16.936,-0.340
16.940,-0.378
16.944,-0.352
16.948,-0.412
16.952,-0.415
16.956,-0.410
16.960,-0.350
16.964,-0.365
16.968,-0.360
16.972,-0.340
16.976,-0.362
16.980,-0.390
16.984,-0.372
16.988,-0.350
16.992,-0.388
16.996,-0.362
17.000,-0.328
17.004,-0.345
17.008,-0.338
17.012,-0.385
17.016,-0.412
17.020,-0.410
17.024,-0.365
17.028,-0.362
17.032,-0.350
17.036,-0.323
17.040,-0.350
17.044,-0.362
17.048,-0.378
17.052,-0.375
17.056,-0.375
17.060,-0.347
17.064,-0.362
17.068,-0.362
17.072,-0.350
17.076,-0.347
17.080,-0.378
17.084,-0.388
17.088,-0.362
17.092,-0.370
17.096,-0.335
17.100,-0.295
17.104,-0.320
17.108,-0.325
17.112,-0.357
17.116,-0.372
17.120,-0.385
17.124,-0.350
17.128,-0.365
17.132,-0.340
17.136,-0.320
17.140,-0.340
17.144,-0.357
17.148,-0.370
17.152,-0.360
17.156,-0.297
17.160,-0.375
17.164,-0.295
17.168,-0.315
17.172,-0.270
17.176,-0.278
17.180,-0.310
17.184,-0.333
17.188,-0.315
17.192,-0.302
17.196,-0.265
17.200,-0.245
17.204,-0.228
17.208,-0.235
17.212,-0.258
17.216,-0.237
17.220,-0.235
17.224,-0.233
17.228,-0.203
17.232,-0.188
17.236,-0.188
17.240,-0.172
17.244,-0.177
17.248,-0.190
17.252,-0.177
17.256,-0.177
17.260,-0.207
17.264,-0.207
17.268,-0.200
17.272,-0.228
17.276,-0.200
17.280,-0.258
17.284,-0.263
17.288,-0.237
17.292,-0.237
17.296,-0.220
17.300,-0.182
17.304,-0.228
17.308,-0.200
17.312,-0.220
17.316,-0.203
17.320,-0.188
17.324,-0.170
17.328,-0.120
17.332,-0.133
17.336,-0.147
17.340,-0.100
17.344,-0.072
17.348,0.010
17.352,0.133
17.356,0.375
17.360,0.745
17.364,1.183
17.368,1.600
17.372,2.062
17.376,2.300
17.380,2.283
17.384,2.033
17.388,1.548
17.392,0.975
17.396,0.460
17.400,0.083
17.404,-0.175
17.408,-0.273
17.412,-0.275
17.416,-0.287
17.420,-0.258
17.424,-0.240
17.428,-0.273
17.432,-0.278
17.436,-0.315
17.440,-0.335
17.444,-0.338
17.448,-0.388
17.452,-0.400
17.456,-0.357
17.460,-0.388
17.464,-0.375
17.468,-0.400
17.472,-0.378
17.476,-0.362
17.480,-0.390
17.484,-0.412
17.488,-0.432
17.492,-0.395
17.496,-0.403
17.500,-0.425
17.504,-0.372
17.508,-0.388
17.512,-0.390
17.516,-0.398
17.520,-0.383
17.524,-0.415
17.528,-0.422
17.532,-0.385
17.536,-0.362
17.540,-0.407
17.544,-0.412
17.548,-0.448
17.552,-0.420
17.556,-0.412
17.560,-0.400
17.564,-0.415
17.568,-0.378
17.572,-0.372
17.576,-0.415
17.580,-0.422
17.584,-0.410
17.588,-0.383
17.592,-0.400
17.596,-0.375
17.600,-0.365
17.604,-0.388
17.608,-0.370
17.612,-0.412
17.616,-0.400
17.620,-0.400
17.624,-0.415
17.628,-0.403
17.632,-0.360
17.636,-0.362
17.640,-0.365
17.644,-0.403
17.648,-0.420
17.652,-0.412
17.656,-0.383
17.660,-0.388
17.664,-0.395
17.668,-0.362
17.672,-0.388
17.676,-0.383
17.680,-0.410
17.684,-0.410
17.688,-0.350
17.692,-0.338
17.696,-0.310
17.700,-0.290
17.704,-0.265
17.708,-0.198
17.712,-0.210
17.716,-0.220
17.720,-0.175
17.724,-0.175
17.728,-0.163
17.732,-0.077
17.736,-0.077
17.740,-0.100
17.744,-0.128
17.748,-0.138
17.752,-0.163
17.756,-0.122
17.760,-0.122
17.764,-0.113
17.768,-0.125
17.772,-0.138
17.776,-0.115
17.780,-0.158
17.784,-0.150
17.788,-0.150
17.792,-0.145
17.796,-0.160
17.800,-0.163
17.804,-0.140
17.808,-0.160
17.812,-0.150
17.816,-0.177
17.820,-0.170
17.824,-0.177
17.828,-0.133
17.832,-0.125
17.836,-0.128
17.840,-0.138
17.844,-0.138
17.848,-0.145
17.852,-0.175
17.856,-0.190
17.860,-0.177
17.864,-0.147
17.868,-0.138
17.872,-0.160
17.876,-0.185
17.880,-0.223
17.884,-0.212
17.888,-0.195
17.892,-0.190
17.896,-0.188
17.900,-0.182
17.904,-0.220
17.908,-0.195
17.912,-0.233
17.916,-0.247
17.920,-0.253
17.924,-0.228
17.928,-0.210
17.932,-0.245
17.936,-0.225
17.940,-0.240
17.944,-0.225
17.948,-0.247
17.952,-0.247
17.956,-0.270
17.960,-0.253
17.964,-0.240
17.968,-0.258
17.972,-0.247
17.976,-0.253
17.980,-0.250
17.984,-0.265
17.988,-0.233
17.992,-0.260
17.996,-0.270
18.000,-0.212
18.004,-0.275
18.008,-0.253
18.012,-0.258
18.016,-0.282
18.020,-0.315
18.024,-0.250
18.028,-0.287
18.032,-0.258
18.036,-0.263
18.040,-0.240
18.044,-0.275
18.048,-0.265
18.052,-0.278
18.056,-0.285
18.060,-0.270
18.064,-0.253
18.068,-0.297
18.072,-0.273
18.076,-0.258
18.080,-0.297
18.084,-0.300
18.088,-0.300
18.092,-0.287
18.096,-0.295
18.100,-0.285
18.104,-0.275
18.108,-0.282
18.112,-0.297
18.116,-0.282
18.120,-0.300
18.124,-0.247
18.128,-0.282
18.132,-0.273
18.136,-0.270
18.140,-0.300
18.144,-0.278
18.148,-0.275
18.152,-0.302
18.156,-0.278
18.160,-0.290
18.164,-0.295
18.168,-0.265
18.172,-0.263
18.176,-0.265
18.180,-0.290
18.184,-0.295
18.188,-0.282
18.192,-0.265
18.196,-0.273
18.200,-0.278
18.204,-0.290
18.208,-0.320
18.212,-0.290
18.216,-0.278
18.220,-0.295
18.224,-0.287
18.228,-0.320
18.232,-0.225
18.236,-0.233
18.240,-0.300
18.244,-0.250
18.248,-0.300
18.252,-0.260
18.256,-0.278
18.260,-0.297
18.264,-0.237
18.268,-0.220
18.272,-0.212
18.276,-0.188
18.280,-0.228
18.284,-0.212
18.288,-0.247
18.292,-0.203
18.296,-0.195
18.300,-0.158
18.304,-0.170
18.308,-0.177
18.312,-0.165
18.316,-0.172
18.320,-0.152
18.324,-0.140
18.328,-0.147
18.332,-0.158
18.336,-0.125
18.340,-0.160
18.344,-0.198
18.348,-0.207
18.352,-0.200
18.356,-0.223
18.360,-0.210
18.364,-0.210
18.368,-0.188
18.372,-0.177
18.376,-0.215
18.380,-0.228
18.384,-0.207
18.388,-0.215
18.392,-0.195
18.396,-0.160
18.400,-0.172
18.404,-0.158
18.408,-0.135
18.412,-0.138
18.416,-0.175
18.420,-0.100
18.424,-0.033
18.428,0.145
18.432,0.415
18.436,0.802
18.440,1.298
18.444,1.765
18.448,2.083
18.452,2.050
18.456,1.738
18.460,1.260
18.464,0.708
18.468,0.228
18.472,-0.085
18.476,-0.223
18.480,-0.275
18.484,-0.265
18.488,-0.258
18.492,-0.220
18.496,-0.220
18.500,-0.210
18.504,-0.247
18.508,-0.263
18.512,-0.287
18.516,-0.287
18.520,-0.350
18.524,-0.333
18.528,-0.362
18.532,-0.340
18.536,-0.338
18.540,-0.323
18.544,-0.350
18.548,-0.347
18.552,-0.372
18.556,-0.398
18.560,-0.352
18.564,-0.375
18.568,-0.357
18.572,-0.375
18.576,-0.388
18.580,-0.398
18.584,-0.365
18.588,-0.378
18.592,-0.403
18.596,-0.352
18.600,-0.357
18.604,-0.378
18.608,-0.362
18.612,-0.360
18.616,-0.398
18.620,-0.383
18.624,-0.385
18.628,-0.370
18.632,-0.360
18.636,-0.362
18.640,-0.300
18.644,-0.345
18.648,-0.340
18.652,-0.390
18.656,-0.375
18.660,-0.350
18.664,-0.328
18.668,-0.350
18.672,-0.320
18.676,-0.328
18.680,-0.357
18.684,-0.388
18.688,-0.350
18.692,-0.350
18.696,-0.335
18.700,-0.365
18.704,-0.345
18.708,-0.362
18.712,-0.362
18.716,-0.375
18.720,-0.352
18.724,-0.360
18.728,-0.352
18.732,-0.323
18.736,-0.362
18.740,-0.360
18.744,-0.335
18.748,-0.335
18.752,-0.338
18.756,-0.297
18.760,-0.282
18.764,-0.237
18.768,-0.215
18.772,-0.212
18.776,-0.188
18.780,-0.177
18.784,-0.172
18.788,-0.140
18.792,-0.125
18.796,-0.128
18.800,-0.083
18.804,-0.062
18.808,-0.075
18.812,-0.087
18.816,-0.107
18.820,-0.075
18.824,-0.110
18.828,-0.107
18.832,-0.090
18.836,-0.147
18.840,-0.122
18.844,-0.133
18.848,-0.182
18.852,-0.147
18.856,-0.165
18.860,-0.163
18.864,-0.163
18.868,-0.147
18.872,-0.152
18.876,-0.163
18.880,-0.163
18.884,-0.165
18.888,-0.140
18.892,-0.175
18.896,-0.150
18.900,-0.175
18.904,-0.150
18.908,-0.198
18.912,-0.135
18.916,-0.163
18.920,-0.185
18.924,-0.200
18.928,-0.198
18.932,-0.150
18.936,-0.188
18.940,-0.165
18.944,-0.195
18.948,-0.215
18.952,-0.225
18.956,-0.233
18.960,-0.198
18.964,-0.190
18.968,-0.212
18.972,-0.190
18.976,-0.195
18.980,-0.250
18.984,-0.240
18.988,-0.240
18.992,-0.225
18.996,-0.212
19.000,-0.190
19.004,-0.233
19.008,-0.233
19.012,-0.253
19.016,-0.258
19.020,-0.270
19.024,-0.260
19.028,-0.287
19.032,-0.258
19.036,-0.233
19.040,-0.235
19.044,-0.270
19.048,-0.270
19.052,-0.287
19.056,-0.300
19.060,-0.297
19.064,-0.263
19.068,-0.278
19.072,-0.263
19.076,-0.315
19.080,-0.312
19.084,-0.320
19.088,-0.290
19.092,-0.278
19.096,-0.278
19.100,-0.295
19.104,-0.258
19.108,-0.302
19.112,-0.312
19.116,-0.352
19.120,-0.328
19.124,-0.333
19.128,-0.307
19.132,-0.310
19.136,-0.295
19.140,-0.290
19.144,-0.300
19.148,-0.302
19.152,-0.338
19.156,-0.307
19.160,-0.315
19.164,-0.278
19.168,-0.270
19.172,-0.273
19.176,-0.333
19.180,-0.297
19.184,-0.323
19.188,-0.340
19.192,-0.347
19.196,-0.302
19.200,-0.290
19.204,-0.265
19.208,-0.333
19.212,-0.290
19.216,-0.325
19.220,-0.297
19.224,-0.325
19.228,-0.300
19.232,-0.300
19.236,-0.278
19.240,-0.260
19.244,-0.290
19.248,-0.312
19.252,-0.287
19.256,-0.347
19.260,-0.338
19.264,-0.295
19.268,-0.253
19.272,-0.328
19.276,-0.307
19.280,-0.302
19.284,-0.333
19.288,-0.345
19.292,-0.340
19.296,-0.352
19.300,-0.315
19.304,-0.275
19.308,-0.315
19.312,-0.315
19.316,-0.300
19.320,-0.312
19.324,-0.328
19.328,-0.275
19.332,-0.245
19.336,-0.278
19.340,-0.273
19.344,-0.263
19.348,-0.278
19.352,-0.233
19.356,-0.245
19.360,-0.225
19.364,-0.203
19.368,-0.200
19.372,-0.210
19.376,-0.240
19.380,-0.225
19.384,-0.220
19.388,-0.233
19.392,-0.210
19.396,-0.188
19.400,-0.198
19.404,-0.195
19.408,-0.200
19.412,-0.228
19.416,-0.237
19.420,-0.247
19.424,-0.278
19.428,-0.228
19.432,-0.235
19.436,-0.278
19.440,-0.278
19.444,-0.263
19.448,-0.260
19.452,-0.250
19.456,-0.212
19.460,-0.225
19.464,-0.177
19.468,-0.185
19.472,-0.158
19.476,-0.172
19.480,-0.113
19.484,-0.072
19.488,0.085
19.492,0.385
19.496,0.738
19.500,1.228
19.504,1.758
19.508,2.087
19.512,2.175
19.516,2.040
19.520,1.603
19.524,1.087
19.528,0.590
19.532,0.198
19.536,-0.052
19.540,-0.240
19.544,-0.310
19.548,-0.282
19.552,-0.247
19.556,-0.258
19.560,-0.300
19.564,-0.275
19.568,-0.290
19.572,-0.350
19.576,-0.383
19.580,-0.357
19.584,-0.427
19.588,-0.378
19.592,-0.390
19.596,-0.383
19.600,-0.378
19.604,-0.388
19.608,-0.400
19.612,-0.400
19.616,-0.458
19.620,-0.415
19.624,-0.432
19.628,-0.415
19.632,-0.390
19.636,-0.420
19.640,-0.432
19.644,-0.438
19.648,-0.463
19.652,-0.460
19.656,-0.412
19.660,-0.410
19.664,-0.403
19.668,-0.422
19.672,-0.427
19.676,-0.440
19.680,-0.448
19.684,-0.482
19.688,-0.427
19.692,-0.412
19.696,-0.432
19.700,-0.440
19.704,-0.440
19.708,-0.427
19.712,-0.477
19.716,-0.458
19.720,-0.448
19.724,-0.407
19.728,-0.445
19.732,-0.395
19.736,-0.390
19.740,-0.370
19.744,-0.420
19.748,-0.448
19.752,-0.435
19.756,-0.400
19.760,-0.412
19.764,-0.378
19.768,-0.388
19.772,-0.425
19.776,-0.415
19.780,-0.438
19.784,-0.450
19.788,-0.458
19.792,-0.448
19.796,-0.432
19.800,-0.440
19.804,-0.435
19.808,-0.438
19.812,-0.435
19.816,-0.438
19.820,-0.465
19.824,-0.412
19.828,-0.400
19.832,-0.375
19.836,-0.357
19.840,-0.312
19.844,-0.302
19.848,-0.312
19.852,-0.273
19.856,-0.220
19.860,-0.190
19.864,-0.188
19.868,-0.188
19.872,-0.195
19.876,-0.177
19.880,-0.158
19.884,-0.220
19.888,-0.210
19.892,-0.195
19.896,-0.220
19.900,-0.237
19.904,-0.158
19.908,-0.212
19.912,-0.228
19.916,-0.250
19.920,-0.253
19.924,-0.223
19.928,-0.235
19.932,-0.260
19.936,-0.245
19.940,-0.225
19.944,-0.250
19.948,-0.273
19.952,-0.235
19.956,-0.240
19.960,-0.233
19.964,-0.273
19.968,-0.220
19.972,-0.245
19.976,-0.233
19.980,-0.235
19.984,-0.282
19.988,-0.245
19.992,-0.263
19.996,-0.225
20.000,-0.250
20.004,-0.225
20.008,-0.228
20.012,-0.273
20.016,-0.295
20.020,-0.287
20.024,-0.273
20.028,-0.237
20.032,-0.275
20.036,-0.250
20.040,-0.300
20.044,-0.312
20.048,-0.307
20.052,-0.323
20.056,-0.310
20.060,-0.310
20.064,-0.323
20.068,-0.325
20.072,-0.345
20.076,-0.323
20.080,-0.365
20.084,-0.360
20.088,-0.378
20.092,-0.347
20.096,-0.372
20.100,-0.357
20.104,-0.365
20.108,-0.365
20.112,-0.357
20.116,-0.398
20.120,-0.372
20.124,-0.385
20.128,-0.385
20.132,-0.372
20.136,-0.388
20.140,-0.378
20.144,-0.407
20.148,-0.400
20.152,-0.383
20.156,-0.395
20.160,-0.357
20.164,-0.357
20.168,-0.375
20.172,-0.388
20.176,-0.398
20.180,-0.415
20.184,-0.422
20.188,-0.425
20.192,-0.400
20.196,-0.388
20.200,-0.378
20.204,-0.388
20.208,-0.395
20.212,-0.398
20.216,-0.407
20.220,-0.422
20.224,-0.407
20.228,-0.375
20.232,-0.362
20.236,-0.388
20.240,-0.388
20.244,-0.383
20.248,-0.420
20.252,-0.398
20.256,-0.383
20.260,-0.390
20.264,-0.352
20.268,-0.338
20.272,-0.372
20.276,-0.400
20.280,-0.362
20.284,-0.362
20.288,-0.383
20.292,-0.378
20.296,-0.345
